epoch,step,train_loss,gen_mse,sharpness,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,layer_frob_1,layer_frob_2,layer_frob_3,layer_frob_4
140,140,0.07858244329690933,65.75542449951172,185.4929962158203,2953.24755859375,974.6714477539062,157.21531677246094,78.2331771850586,13.487303733825684,6.499540328979492,196.2548828125,2351.1416015625,419.841064453125,211.19541931152344
145,145,0.07557632029056549,65.76744842529297,187.8275604248047,2991.41015625,986.1206665039062,159.51409912109375,79.21932983398438,13.683650016784668,6.512671947479248,202.50103759765625,2381.947509765625,424.1295166015625,210.86769104003906
150,150,0.07276970893144608,65.77705383300781,190.01979064941406,3027.12548828125,996.7772827148438,161.67112731933594,80.141357421875,13.877772331237793,6.516404628753662,208.52272033691406,2410.35400390625,428.3414611816406,210.58787536621094
155,155,0.07012514024972916,65.78475952148438,192.09742736816406,3060.87548828125,1006.7985229492188,163.7136993408203,81.01444244384766,14.071184158325195,6.513344764709473,214.3644256591797,2436.837158203125,432.4908752441406,210.34664916992188
160,160,0.0676182433962822,65.7909927368164,194.08251953125,3093.045166015625,1016.3101806640625,165.66397094726562,81.85038757324219,14.264907836914062,6.505573272705078,220.06239318847656,2461.77880859375,436.5877380371094,210.13656616210938
165,165,0.06523283571004868,65.79605865478516,195.99249267578125,3123.9375,1025.4122314453125,167.54002380371094,82.65811920166016,14.459694862365723,6.494670391082764,225.64573669433594,2485.47998046875,440.63885498046875,209.95199584960938
170,170,0.06295754760503769,65.80024719238281,197.84068298339844,3153.789306640625,1034.1827392578125,169.35614013671875,83.44422149658203,14.65580940246582,6.482047080993652,231.1373291015625,2508.176025390625,444.6485595703125,209.78842163085938
175,175,0.06078406795859337,65.80374145507812,199.6376190185547,3182.78369140625,1042.682861328125,171.1238250732422,84.2135238647461,14.853474617004395,6.468517780303955,236.55494689941406,2530.049560546875,448.6195983886719,209.6422882080078
180,180,0.058705829083919525,65.80671691894531,201.39117431640625,3211.060302734375,1050.95947265625,172.8521270751953,84.96952819824219,15.052701950073242,6.454891204833984,241.91207885742188,2551.241943359375,452.5532531738281,209.51089477539062
185,185,0.05671735480427742,65.80928802490234,203.10739135742188,3238.72607421875,1059.04833984375,174.54795837402344,85.71461486816406,15.253351211547852,6.441640853881836,247.21878051757812,2571.860595703125,456.45013427734375,209.39205932617188
190,190,0.054813917726278305,65.81155395507812,204.79092407226562,3265.861572265625,1066.9769287109375,176.21682739257812,86.45044708251953,15.455368995666504,6.429224014282227,252.48245239257812,2591.987548828125,460.3100280761719,209.2840576171875
195,195,0.05299117788672447,65.8135986328125,206.445068359375,3292.526611328125,1074.7655029296875,177.8629150390625,87.17818450927734,15.658533096313477,6.417786598205566,257.7082824707031,2611.685546875,464.132568359375,209.18556213378906
200,200,0.05124521255493164,65.81544494628906,208.0724334716797,3318.766357421875,1082.429443359375,179.4893798828125,87.89852142333984,15.862628936767578,6.407431125640869,262.8997497558594,2631.00048828125,467.91705322265625,209.09548950195312
205,205,0.04957232624292374,65.81715393066406,209.67501831054688,3344.6142578125,1089.97998046875,181.0985565185547,88.61182403564453,16.067480087280273,6.398353576660156,268.0592956542969,2649.96875,471.6626281738281,209.012939453125
210,210,0.047969020903110504,65.81876373291016,211.25405883789062,3370.094482421875,1097.4256591796875,182.69224548339844,89.31838989257812,16.272817611694336,6.390562534332275,273.18804931640625,2668.615478515625,475.3685302734375,208.93722534179688
215,215,0.04643205553293228,65.82028198242188,212.81069946289062,3395.22509765625,1104.772216796875,184.2715606689453,90.0183334350586,16.478458404541016,6.384006500244141,278.2866516113281,2686.96142578125,479.033935546875,208.86769104003906
220,220,0.04495834931731224,65.82173156738281,214.345703125,3420.0185546875,1112.0240478515625,185.83753967285156,90.71168518066406,16.684249877929688,6.378692626953125,283.35516357421875,2705.02099609375,482.6581115722656,208.80397033691406
225,225,0.043544985353946686,65.82311248779297,215.85968017578125,3444.486083984375,1119.1844482421875,187.39071655273438,91.39842987060547,16.890039443969727,6.374597072601318,288.3932800292969,2722.806396484375,486.24041748046875,208.74542236328125
230,230,0.042189233005046844,65.82447814941406,217.35284423828125,3468.630859375,1126.255126953125,188.9314422607422,92.07850646972656,17.095579147338867,6.371616363525391,293.4001159667969,2740.3232421875,489.7802734375,208.69219970703125
235,235,0.04088844358921051,65.82571411132812,218.82618713378906,3492.466064453125,1133.2384033203125,190.4598846435547,92.75186157226562,17.30080795288086,6.369744300842285,298.3757019042969,2757.585205078125,493.2771301269531,208.6427764892578
240,240,0.039640191942453384,65.82711029052734,220.2783660888672,3515.9775390625,1140.133544921875,191.9761199951172,93.41841125488281,17.505447387695312,6.368838310241699,303.31719970703125,2774.580078125,496.73065185546875,208.59959411621094
245,245,0.03844214230775833,65.82798767089844,221.71353149414062,3539.21240234375,1146.9461669921875,193.48043823242188,94.07830047607422,17.70958709716797,6.368834495544434,308.2286376953125,2791.357177734375,500.1405944824219,208.55581665039062
250,250,0.037292107939720154,65.83013153076172,223.12161254882812,3562.05859375,1153.6639404296875,194.97164916992188,94.73078155517578,17.912778854370117,6.369999885559082,313.0958557128906,2807.80078125,503.50628662109375,208.52835083007812
255,255,0.036188021302223206,65.82857513427734,224.53128051757812,3584.836181640625,1160.3228759765625,196.4529266357422,95.37800598144531,18.11594581604004,6.371257305145264,317.954833984375,2824.2470703125,506.82916259765625,208.469482421875
260,260,0.03512829914689064,65.83793640136719,225.85885620117188,3606.610107421875,1166.8187255859375,197.91444396972656,96.01344299316406,18.31545066833496,6.375313758850098,322.6946716308594,2839.716796875,510.1034851074219,208.5181884765625
265,265,0.03411499783396721,65.8127212524414,227.36532592773438,3630.302490234375,1173.477783203125,199.38589477539062,96.65771484375,18.522916793823242,6.373562812805176,327.6609802246094,2857.26904296875,513.3488159179688,208.24310302734375
270,270,0.0331929586827755,65.90278625488281,228.19015502929688,3646.2587890625,1179.21875,200.76821899414062,97.24073028564453,18.69869041442871,6.394331932067871,331.6955871582031,2866.82861328125,516.4920654296875,209.057861328125
275,275,0.03296961262822151,65.5890121459961,231.2967529296875,3687.67578125,1187.71826171875,202.38536071777344,98.00542449951172,18.981237411499023,6.338777542114258,338.82568359375,2903.013427734375,519.7849731445312,206.09385681152344
280,280,0.042039431631565094,66.78973388671875,225.4881591796875,3627.73681640625,1184.306640625,202.83119201660156,97.9643325805664,18.83683967590332,6.570918083190918,333.6141662597656,2834.615478515625,521.8778076171875,217.3453826904297
285,285,0.19133298099040985,62.63618850708008,246.57957458496094,3857.041259765625,1206.138916015625,203.9302520751953,99.54865264892578,19.993806838989258,5.759336948394775,365.7157897949219,3076.048828125,522.8942260742188,179.71583557128906
290,290,1.000093698501587,74.62793731689453,163.37905883789062,2760.86767578125,1020.9976196289062,178.4401397705078,88.30554962158203,15.373923301696777,7.781796455383301,240.57009887695312,1988.0308837890625,487.8170166015625,301.9527587890625
295,295,0.3928898274898529,62.92381286621094,189.9112091064453,2958.25048828125,1015.5034790039062,173.17828369140625,83.37308502197266,15.770277976989746,5.210896015167236,286.15203857421875,2277.190673828125,461.8157653808594,190.5561981201172
300,300,0.06653793901205063,66.54348754882812,175.04013061523438,2799.21044921875,1001.045166015625,174.8236846923828,83.13443756103516,15.022056579589844,6.1723761558532715,267.35858154296875,2094.68603515625,463.92010498046875,226.7382354736328
305,305,0.042034994810819626,65.45076751708984,182.64146423339844,2900.30224609375,1024.306396484375,178.93711853027344,84.84851837158203,15.516538619995117,6.023375511169434,283.80322265625,2195.359130859375,466.84429931640625,214.58717346191406
310,310,0.037580881267786026,65.84983825683594,183.65875244140625,2926.73388671875,1036.2193603515625,181.948486328125,86.07662200927734,15.702101707458496,6.208258628845215,289.1459655761719,2213.1083984375,470.463623046875,217.82669067382812
315,315,0.03550766035914421,65.71792602539062,186.69061279296875,2973.67236328125,1049.8046875,184.80853271484375,87.30419921875,15.991873741149902,6.238809108734131,297.511962890625,2254.21337890625,473.85394287109375,215.86978149414062
320,320,0.03401738777756691,65.80438995361328,188.47982788085938,3005.20166015625,1060.4000244140625,187.2200164794922,88.33726501464844,16.220674514770508,6.305570602416992,303.5928039550781,2279.01611328125,477.21197509765625,216.2371368408203
325,325,0.032789282500743866,65.7786865234375,190.55899047851562,3038.7041015625,1070.5440673828125,189.4288787841797,89.30564880371094,16.465839385986328,6.330305576324463,309.983642578125,2306.44921875,480.4717102050781,215.588623046875
330,330,0.03171367198228836,65.81055450439453,192.20465087890625,3066.38671875,1079.34765625,191.39987182617188,90.17327880859375,16.689220428466797,6.359317302703857,315.5054931640625,2327.947021484375,483.66650390625,215.5885009765625
335,335,0.030737798660993576,65.80310821533203,193.89529418945312,3093.79931640625,1087.675537109375,193.23121643066406,90.99229431152344,16.915626525878906,6.370984077453613,320.99725341796875,2349.45654296875,486.79376220703125,215.2609405517578
340,340,0.029832974076271057,65.81954193115234,195.36810302734375,3118.172607421875,1095.2548828125,194.92295837402344,91.75204467773438,17.130578994750977,6.383370876312256,326.03118896484375,2367.94189453125,489.86163330078125,215.21298217773438
345,345,0.028982821851968765,65.81580352783203,196.84844970703125,3142.153076171875,1102.510498046875,196.5261993408203,92.48043823242188,17.346010208129883,6.387004852294922,331.01263427734375,2386.2099609375,492.87469482421875,215.00379943847656
350,350,0.028177687898278236,65.82655334472656,198.19168090820312,3164.218994140625,1109.2974853515625,198.04263305664062,93.17079162597656,17.553661346435547,6.391960620880127,335.70233154296875,2402.60400390625,495.83416748046875,214.96221923828125
355,355,0.02741156704723835,65.82320404052734,199.54380798339844,3186.080078125,1115.8839111328125,199.50338745117188,93.84150695800781,17.76142120361328,6.391790866851807,340.36602783203125,2418.928466796875,498.7453918457031,214.80577087402344
360,360,0.026680542156100273,65.83194732666016,200.7913818359375,3206.519287109375,1122.142333984375,200.90650939941406,94.48526763916016,17.962562561035156,6.393758773803711,344.81005859375,2433.87451171875,501.6060791015625,214.78228759765625
365,365,0.025981849059462547,65.82763671875,202.06004333496094,3226.987548828125,1128.28759765625,202.27418518066406,95.11701202392578,18.164316177368164,6.392110347747803,349.2633056640625,2448.968994140625,504.42266845703125,214.647216796875
370,370,0.02531343139708042,65.83663177490234,203.2307586669922,3246.179931640625,1134.167236328125,203.59971618652344,95.72674560546875,18.35942840576172,6.393611907958984,353.5159912109375,2462.824951171875,507.1898193359375,214.64944458007812
375,375,0.02467356249690056,65.82988739013672,204.44483947753906,3265.708740234375,1140.0057373046875,204.90289306640625,96.33050537109375,18.55623435974121,6.39135217666626,357.8264465332031,2477.135986328125,509.91650390625,214.511474609375
380,380,0.02406081184744835,65.84175872802734,205.54299926757812,3283.797119140625,1145.5819091796875,206.17063903808594,96.91256713867188,18.744953155517578,6.394012451171875,361.90606689453125,2490.02978515625,512.592529296875,214.55601501464844
385,385,0.023473992943763733,65.82945251464844,206.73016357421875,3302.769775390625,1151.2061767578125,207.42645263671875,97.49574279785156,18.93817138671875,6.390989780426025,366.1327209472656,2503.940185546875,515.233642578125,214.37989807128906
390,390,0.022912224754691124,65.84956359863281,207.7396697998047,3319.62451171875,1156.4947509765625,208.64585876464844,98.05152893066406,19.119098663330078,6.396385669708252,370.01373291015625,2515.725830078125,517.818359375,214.51202392578125
395,395,0.022375283762812614,65.82316589355469,208.94790649414062,3338.624755859375,1162.004638671875,209.86705017089844,98.62220001220703,19.311567306518555,6.390751838684082,374.25115966796875,2529.83203125,520.3807983398438,214.21585083007812
400,400,0.0218647588044405,65.86649322509766,209.8029327392578,3353.528564453125,1166.9317626953125,211.03819274902344,99.145751953125,19.480106353759766,6.402683734893799,377.80975341796875,2539.761474609375,522.867919921875,214.57000732421875
405,405,0.021387794986367226,65.7995376586914,211.1627197265625,3374.05908203125,1172.5338134765625,212.24058532714844,99.72088623046875,19.680465698242188,6.3879780769348145,382.3097839355469,2555.6103515625,525.3685302734375,213.90957641601562
410,410,0.02097037248313427,65.91537475585938,211.62939453125,3384.361083984375,1176.7667236328125,213.3453369140625,100.184814453125,19.820575714111328,6.418342113494873,385.09454345703125,2560.951416015625,527.7278442382812,214.93438720703125
415,415,0.020708240568637848,65.7137222290039,213.5880126953125,3411.49658203125,1183.109375,214.56593322753906,100.81842803955078,20.059181213378906,6.371730804443359,390.7254943847656,2583.777587890625,530.2207641601562,213.05369567871094
420,420,0.020963598042726517,66.09033203125,212.74652099609375,3406.630126953125,1185.2574462890625,215.51197814941406,101.10631561279297,20.10736083984375,6.4656805992126465,390.9427795410156,2573.73291015625,532.3035278320312,216.46141052246094
425,425,0.023260457441210747,65.37364196777344,217.04296875,3459.815185546875,1194.6732177734375,216.83688354492188,101.99758911132812,20.504735946655273,6.295258522033691,401.11480712890625,2623.7119140625,534.9453735351562,209.94223022460938
430,430,0.03379041329026222,66.82984161376953,210.6575927734375,3389.85888671875,1187.658203125,217.02125549316406,101.51555633544922,20.162885665893555,6.647625923156738,390.41717529296875,2548.056396484375,535.7606811523438,223.2170867919922
435,435,0.08062589168548584,63.996761322021484,223.42141723632812,3532.738525390625,1205.5936279296875,217.88856506347656,103.14520263671875,21.150732040405273,5.962221145629883,417.3801574707031,2694.4609375,537.9036254882812,198.00135803222656
440,440,0.22168631851673126,69.61824798583984,192.8681640625,3159.196533203125,1148.093505859375,212.214599609375,98.59242248535156,19.033546447753906,7.291443347930908,357.95794677734375,2320.923583984375,529.30712890625,250.547119140625
445,445,0.41442248225212097,62.09418869018555,214.21322631835938,3348.91845703125,1155.0640869140625,206.8239288330078,98.83747863769531,20.415769577026367,5.3371992111206055,403.85589599609375,2551.702392578125,519.8970947265625,184.12008666992188
450,450,0.22254575788974762,68.82649993896484,177.9348907470703,2891.588623046875,1079.685791015625,200.64134216308594,92.72049713134766,17.511674880981445,7.006895065307617,330.9768981933594,2092.45068359375,507.4870300292969,248.3330078125
455,455,0.08833720535039902,64.30841064453125,194.1004638671875,3068.62939453125,1106.100341796875,202.42941284179688,94.48369598388672,18.575918197631836,5.8297529220581055,368.7100524902344,2286.61474609375,506.4176025390625,205.66397094726562
460,460,0.039945680648088455,66.62670135498047,185.74868774414062,2979.39794921875,1097.535888671875,203.6816864013672,93.93561553955078,17.98514747619629,6.522162914276123,353.31402587890625,2186.89990234375,507.0899353027344,227.1593475341797
465,465,0.02720894291996956,65.32646179199219,192.42733764648438,3062.99560546875,1114.4434814453125,206.16079711914062,95.37895202636719,18.521833419799805,6.2096781730651855,370.1060791015625,2270.04736328125,509.4085693359375,214.5200653076172
470,470,0.022807186469435692,66.11243438720703,190.7034454345703,3051.1689453125,1117.1630859375,207.78005981445312,95.73761749267578,18.467971801757812,6.467884063720703,368.4291076660156,2251.26171875,511.43255615234375,221.5617218017578
475,475,0.02099643461406231,65.61526489257812,194.10653686523438,3096.8642578125,1127.7449951171875,209.65673828125,96.72348022460938,18.797578811645508,6.35543155670166,377.81158447265625,2293.61865234375,513.8594360351562,216.65713500976562
480,480,0.0200030580163002,65.97389221191406,193.895263671875,3100.9150390625,1131.9541015625,211.0623321533203,97.19329071044922,18.86824607849121,6.475883960723877,379.15802001953125,2292.1435546875,516.0050659179688,219.78594970703125
485,485,0.01934141479432583,65.7154312133789,196.13633728027344,3132.29150390625,1139.767822265625,212.5603790283203,97.96092987060547,19.1241455078125,6.416533946990967,385.83392333984375,2319.634765625,518.33935546875,217.2270050048828
490,490,0.01882384531199932,65.92890930175781,196.34677124023438,3140.163330078125,1143.9820556640625,213.78506469726562,98.42589569091797,19.231229782104492,6.48567008972168,387.9526062011719,2322.599365234375,520.4589233398438,219.06527709960938
495,495,0.01838439330458641,65.75544738769531,198.10479736328125,3165.30810546875,1150.464111328125,215.0686492919922,99.08424377441406,19.456096649169922,6.443164825439453,393.4698181152344,2343.792724609375,522.7026977539062,217.36216735839844
500,500,0.017991021275520325,65.91493225097656,198.4244384765625,3173.80615234375,1154.433349609375,216.17181396484375,99.52469635009766,19.572603225708008,6.491727352142334,395.7354431152344,2347.718017578125,524.7619018554688,218.73410034179688
505,505,0.01763126626610756,65.7701644897461,199.9751739501953,3196.123779296875,1160.2388916015625,217.33091735839844,100.12590026855469,19.783544540405273,6.454058647155762,400.7377014160156,2366.151123046875,526.9281005859375,217.33653259277344
510,510,0.01729794405400753,65.9158935546875,200.27423095703125,3203.98388671875,1163.906005859375,218.35101318359375,100.53660583496094,19.8975830078125,6.49622106552124,402.892578125,2369.650634765625,528.912353515625,218.59808349609375
515,515,0.016989845782518387,65.7694320678711,201.77037048339844,3225.36865234375,1169.3973388671875,219.43519592285156,101.11071014404297,20.104434967041016,6.456896781921387,407.7409973144531,2387.270751953125,531.0139770507812,217.21295166015625
520,520,0.01670718751847744,65.9294204711914,201.9517364501953,3231.595703125,1172.690185546875,220.39181518554688,101.4843978881836,20.20713996887207,6.5017828941345215,409.5799560546875,2389.28369140625,532.9097900390625,218.60992431640625
525,525,0.016456086188554764,65.75291442871094,203.52639770507812,3253.65283203125,1178.142578125,221.43045043945312,102.05555725097656,20.41946029663086,6.454044342041016,414.5897521972656,2407.732666015625,534.963623046875,216.97451782226562
530,530,0.016246413812041283,65.96106719970703,203.4566192626953,3256.76953125,1180.8895263671875,222.32815551757812,102.3755111694336,20.49938201904297,6.511514663696289,415.81085205078125,2406.731201171875,536.7484130859375,218.80563354492188
535,535,0.016104383394122124,65.71102905273438,205.298583984375,3281.699951171875,1186.6309814453125,223.3422088623047,102.97455596923828,20.7323055267334,6.444124221801758,421.42816162109375,2428.262939453125,538.7814331054688,216.53009033203125
540,540,0.0160753782838583,66.02825927734375,204.719482421875,3278.736572265625,1188.4295654296875,224.16827392578125,103.20170593261719,20.767383575439453,6.530708312988281,421.42938232421875,2421.22509765625,540.4041137695312,219.33334350585938
545,545,0.01627504825592041,65.6167984008789,207.19248962402344,3310.69384765625,1195.0264892578125,225.17572021484375,103.88397216796875,21.051118850708008,6.420380115509033,428.5169982910156,2450.1064453125,542.4667358398438,215.64295959472656
550,550,0.016920331865549088,66.17646789550781,205.5150146484375,3294.7451171875,1194.883056640625,225.87916564941406,103.9220962524414,20.991130828857422,6.571488380432129,425.9090576171875,2430.076904296875,543.7910766601562,220.59786987304688
555,555,0.018604597076773643,65.40097045898438,209.41921997070312,3342.70361328125,1203.47509765625,226.88357543945312,104.80233764648438,21.393518447875977,6.364443302154541,436.3809509277344,2475.60205078125,545.96630859375,213.72567749023438
560,560,0.02244625985622406,66.5241928100586,205.15689086914062,3295.991455078125,1198.6912841796875,227.2823944091797,104.3922348022461,21.110164642333984,6.664403915405273,427.6383056640625,2424.88525390625,546.5697021484375,223.68222045898438
565,565,0.03173847123980522,64.8998031616211,212.22271728515625,3378.583740234375,1211.3153076171875,228.14454650878906,105.68539428710938,21.77964973449707,6.231389999389648,445.7032165527344,2506.865234375,548.8560180664062,209.4521484375
570,570,0.05090368911623955,67.3331527709961,201.62399291992188,3254.54833984375,1194.1552734375,227.53253173828125,104.10215759277344,20.942712783813477,6.874841690063477,421.8619079589844,2379.953857421875,547.3024291992188,231.12860107421875
575,575,0.09136520326137543,63.934078216552734,214.1806640625,3392.6611328125,1211.4893798828125,227.3451690673828,105.9124526977539,22.076091766357422,5.9607462882995605,453.5597839355469,2523.905029296875,548.6381225585938,201.68788146972656
580,580,0.1356230080127716,68.51114654541016,192.39845275878906,3125.49658203125,1168.89111328125,224.21800231933594,101.99009704589844,20.20980453491211,7.168385028839111,402.61431884765625,2258.053955078125,541.9873657226562,242.97972106933594
585,585,0.1651080697774887,63.39543533325195,208.39144897460938,3290.669921875,1186.751220703125,222.51321411132812,103.79259490966797,21.569032669067383,5.747793197631836,444.0875244140625,2439.95361328125,540.50439453125,198.47451782226562
590,590,0.12367071956396103,68.1436996459961,186.7002716064453,3023.778564453125,1143.6783447265625,219.9908905029297,99.78091430664062,19.598756790161133,7.045304775238037,392.4915466308594,2172.3046875,533.7011108398438,241.4854278564453
595,595,0.08191750198602676,64.23783111572266,199.90121459960938,3168.9208984375,1164.61767578125,220.4394073486328,101.7424087524414,20.70731544494629,5.94523286819458,427.8482360839844,2327.745849609375,533.9694213867188,206.63177490234375
600,600,0.048244453966617584,67.03533172607422,189.08734130859375,3043.485107421875,1147.2845458984375,220.61341857910156,100.09358215332031,19.74185562133789,6.765913963317871,402.35443115234375,2196.723876953125,532.30810546875,231.6988067626953
605,605,0.03266993165016174,64.99040222167969,197.21226501464844,3139.455810546875,1164.01611328125,222.0732421875,101.70419311523438,20.470739364624023,6.195769309997559,424.6910705566406,2294.53369140625,534.1345825195312,213.20936584472656
610,610,0.024230314418673515,66.47711944580078,192.264892578125,3086.0576171875,1158.59326171875,222.9242706298828,101.18965148925781,20.06597328186035,6.64902925491333,413.53466796875,2235.74951171875,534.5101928710938,226.37478637695312
615,615,0.020215990021824837,65.3495101928711,197.31365966796875,3148.14306640625,1170.438720703125,224.29574584960938,102.36798858642578,20.557025909423828,6.335638999938965,427.8568420410156,2296.670654296875,536.5338745117188,216.16256713867188
620,620,0.01790294051170349,66.2413101196289,194.6920166015625,3121.825439453125,1168.95703125,225.1816864013672,102.2411117553711,20.375410079956055,6.608521938323975,422.3985595703125,2265.748779296875,537.4988403320312,223.9952850341797
625,625,0.016618791967630386,65.51294708251953,198.23423767089844,3166.4423828125,1177.9210205078125,226.35140991210938,103.15837097167969,20.74857521057129,6.404295444488525,432.7703857421875,2308.24658203125,539.4560546875,217.4246063232422
