epoch,train_loss,gen_mse,sharpness,proj_step,proj_cum,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6
1,0.5594861507415771,0.503800630569458,4.864925384521484,0.0,0.0,149.9290313720703,31.7343807220459,6.549774646759033,2.0724830627441406,1.0795958042144775,0.7116529941558838
5,0.012645214796066284,2.0308547019958496,11.586335182189941,0.022026246413588524,0.022026246413588524,372.88079833984375,187.6101531982422,39.209136962890625,10.930779457092285,4.993871212005615,2.660252094268799
10,0.005958795081824064,1.959949016571045,11.323198318481445,0.007019286043941975,0.04906146973371506,364.90081787109375,187.4119873046875,40.558815002441406,9.226846694946289,3.7823410034179688,2.6266610622406006
15,0.0060447221621870995,1.910857081413269,11.229395866394043,0.023481223732233047,0.03545529395341873,360.51409912109375,188.3466796875,41.09164810180664,9.300305366516113,3.568765163421631,2.54876446723938
20,0.015296664088964462,1.9061959981918335,11.836977005004883,0.06807443499565125,0.1919766366481781,372.4812927246094,185.58255004882812,41.3818359375,8.65693187713623,4.032047271728516,3.339566707611084
25,0.051884036511182785,1.8230077028274536,11.083627700805664,0.12841005623340607,0.2704894542694092,329.29376220703125,169.06800842285156,37.24076843261719,6.992050647735596,3.527534246444702,2.6804280281066895
30,0.038327619433403015,1.8461811542510986,10.758405685424805,0.1649230420589447,0.2535565495491028,334.1199035644531,171.1084747314453,38.94413757324219,6.36016845703125,4.248836517333984,2.5871529579162598
35,0.019983410835266113,1.831047773361206,10.061142921447754,0.1246967613697052,0.179341658949852,312.468505859375,182.18389892578125,38.14478302001953,6.2003045082092285,3.620997667312622,2.7406914234161377
40,0.013129404745995998,1.8353862762451172,10.254792213439941,0.09267544746398926,0.16923625767230988,325.86663818359375,181.4412841796875,39.49614715576172,6.619146823883057,4.098901748657227,2.589078426361084
45,0.00980893149971962,1.8071175813674927,9.960823059082031,0.07397036254405975,0.11651004105806351,315.8086242675781,185.66061401367188,39.34318161010742,7.161397933959961,3.5341711044311523,2.6111178398132324
50,0.008509604260325432,1.8046175241470337,10.290124893188477,0.06482410430908203,0.13833846151828766,328.7018737792969,184.00950622558594,40.382450103759766,7.565449237823486,3.9077813625335693,2.585387706756592
55,0.007964959368109703,1.7751768827438354,10.078109741210938,0.06145678460597992,0.09763400256633759,320.86236572265625,186.99754333496094,39.973018646240234,8.150577545166016,4.169328212738037,2.9413092136383057
60,0.008313632570207119,1.7778595685958862,10.43411922454834,0.06261453777551651,0.14213772118091583,332.78350830078125,183.5243682861328,41.14616775512695,8.425005912780762,3.7552640438079834,2.4505107402801514
65,0.009030587039887905,1.7461113929748535,10.16291618347168,0.06689850986003876,0.11231905966997147,322.4374694824219,186.10487365722656,40.33903884887695,8.822623252868652,4.14487361907959,2.8117737770080566
70,0.010485861450433731,1.7550246715545654,10.587081909179688,0.0733095183968544,0.16285790503025055,336.8304443359375,182.06552124023438,41.76087188720703,9.09292221069336,3.833918809890747,2.4417574405670166
75,0.011707973666489124,1.7215416431427002,10.182357788085938,0.08002910763025284,0.13763508200645447,321.3512268066406,184.05567932128906,40.326656341552734,9.157427787780762,3.875213623046875,2.840178966522217
80,0.013172958977520466,1.7359898090362549,10.639881134033203,0.08597564697265625,0.18047191202640533,337.0798034667969,180.4998016357422,41.730628967285156,9.324053764343262,3.900047779083252,2.435839891433716
85,0.013168581761419773,1.7037874460220337,10.126429557800293,0.08850814402103424,0.14883723855018616,318.5759582519531,182.82810974121094,40.288002014160156,9.310477256774902,3.901093006134033,2.916037082672119
